Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B03017,SDR TRANSPORTATION CORP.,,2020,12,December,7012,0,75
B02951,"APPROACH QUALITY TRANSPORTATION, LLC",,2017,5,May,1409,0,28
B02546,X RADIO DISPATCHER INC.,,2018,12,December,14513,0,72
B00449,A KINGS HWY C/S INC.,,2021,11,November,3687,0,11
B01679,OLLIE'S TRANSPORTATION SERVICE,OLLIE'S AIRPORT SERVICE,2018,8,August,486,0,19
B01432,TOVAR TRANSPORTATION INC,,2017,12,December,4140,0,16
B02799,CHURCH AVENUE EXPRESS INC,,2016,12,December,2219,0,10
B01745,AZUAY CORPORATION,CARIBE CAR SERVICE,2019,5,May,2229,0,11
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2019,11,November,1013,0,4
B01196,DIPLO RAD DISP INC,,2015,9,September,25557,0,197
B02905,PUEBLA LUXURY CORP,,2018,7,July,8142,0,40
B02563,FENIX XL CAR AND LIMO SERVICE CORP.,,2016,7,July,17692,0,65
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2017,2,February,51,0,17
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2018,4,April,4766,0,19
B00310,WATSON CAR SERVICE INC.,,2017,11,November,23114,0,110
B02924,CELEBRITY LUXURY INC.,,2020,8,August,27,0,6
B02868,CHA CHA TRANSPORTATION CORP,,2017,10,October,21,0,4
B02273,BENI'S LIMOUSINE SERVICE INC,,2020,9,September,1,0,1
B02738,EXPLORER CAR SERVICE INC.,,2018,3,March,1633,0,15
B01800,EMPIRE INTERNATIONAL LTD.,,2015,11,November,10954,0,284
B02705,GROUND JET EXECUTIVE TRANSPORTATION LLC,,2017,10,October,82,0,5
B01854,EUROPE LIMOUSINE SERVICE INC,,2020,5,May,630,0,32
B02182,"FINEST CAR SERVICE, LLC",,2017,10,October,11784,0,94
B02751,RELIANCE GROUP INC,,2018,6,June,36,0,5
B03242,U1ST TRANSPORTATION SERVICES LLC,,2020,8,August,146,0,4
B02334,"GROUND TRAVEL SERVICES II, LTD.",GTS,2020,7,July,42,0,5
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2018,7,July,60,0,5
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2017,9,September,3784,0,20
B02975,LI YANG LIMOUSINE INC,,2020,5,May,742,0,9
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2017,11,November,2305,0,50
B01970,GRAFE STREET SERVICE CORP.,,2021,5,May,173,0,5
B02008,"SCARSDALE TRIP SERVICE, INC.",RED OAK TRANSPORTATION,2018,10,October,22,0,1
B00151,KINGSBAY CAR SERVICE INC,,2018,4,April,197,0,26
B00310,WATSON CAR SERVICE INC.,,2020,7,July,22921,0,111
B02899,NEW BLACK LUXURY CARS CORP,,2020,6,June,140,0,33
B02016,PLANET LIMOUSINE LLC,,2017,1,January,2848,0,58
B02535,LFS LIMO CORP.,,2017,5,May,98,0,13
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2017,1,January,494,0,16
B01432,TOVAR TRANSPORTATION INC,,2020,8,August,1598,0,6
B02657,MALCOLM LIMO EXPRESS CORP.,,2021,10,October,2354,0,27
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2022,3,March,228,0,2
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2018,3,March,17709,0,70
B01492,MOBILE #1 CAR SERVICE INC.,,2019,6,June,28,0,6
B03281,JARPA TRANSPORTATION CORP.,,2022,5,May,377,0,9
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2020,2,February,551,0,9
B01386,FENIX PREMIUM CORP.,,2017,2,February,9574,0,53
B02397,CHICO EXPRESS CORP. 2,,2021,11,November,364,0,2
B01854,EUROPE LIMOUSINE SERVICE INC,,2021,8,August,1036,0,96
B01739,CITY CAR SERVICE CORP,DIGITAL CAR SERVICE,2018,3,March,1052,0,17
B02093,V.J. CAR & LIMO SVC INC.,,2017,1,January,1647,0,4
B03297,ABA LUXURY CAR INC.,,2021,8,August,165,0,7
B00037,TRANSP UNLIMITED C/S,,2017,12,December,11858,0,49
B02496,MAHAICA EXPRESS SERVICE INC.,,2017,11,November,88,0,7
B02638,EAGER LIMO SERVICE INC.,,2015,11,November,1,0,1
B00210,"HOWARD CAR SERVICE,INC.",,2017,6,June,2980,0,7
B02440,MLL LIMOUSINE SERVICES INC.,,2019,12,December,557,0,21
B01734,AMERICAN DREAM CAR SERVICE INC.,,2017,6,June,166,0,2
B01779,APEX CAR & LIMO SVCE INC,,2019,1,January,365,0,24
B01364,NY ATLIXCO CAR SERVICE INC,,2021,3,March,309,0,7
B01479,PRATT CAR SERVICE INC,,2019,2,February,230,0,2
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2018,8,August,2053,0,14
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2016,3,March,36130,0,179
B01091,A & R GOLDEN EXP INC,,2021,11,November,2646,0,6
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2021,2,February,662,0,4
B03077,MGL TRANSPORT01INC,,2018,2,February,42,0,2
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2016,9,September,1440,0,39
B02852,OP CAR SERVICE INC.,,2021,8,August,62,0,4
B01061,DAT RADIO DISP INC,,2015,9,September,61768,0,272
B01056,UNITY CAR & LIMO INC.,,2017,4,April,6768,0,24
B00449,A KINGS HWY C/S INC.,,2015,11,November,5516,0,20
B02612,GOLDEN LUXURY TRANSPORTATION INC.,,2015,11,November,125,0,14
B02106,"PERFECT LIMO SERVICE, INC.",,2018,11,November,5,0,3
B01436,NEW PRONTO TRANSP INC,,2016,12,December,1962,0,25
B02848,V R WORLDWIDE INC,,2018,12,December,43,0,2
B01341,A NEW DAY RAD DISP INC,,2016,8,August,9661,0,56
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2016,9,September,16772,0,281
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2020,6,June,280,0,2
B02391,"BAYRIDGE EXPRESS, INC",,2018,6,June,1036,0,17
B01779,APEX CAR & LIMO SVCE INC,,2017,7,July,712,0,23
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2019,2,February,880,0,6
B01432,TOVAR TRANSPORTATION INC,,2018,9,September,2047,0,13
B02886,PRINCE LUXURY CORP.,,2015,12,December,116,0,4
B00272,BIG APPLE CAR INC,,2018,6,June,2773,0,89
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2018,11,November,3311,0,8
B01800,EMPIRE INTERNATIONAL LTD.,,2016,8,August,9521,0,306
B00459,910 CAR SERVICE INC,,2017,9,September,7110,0,45
B00619,"HOLA CAR SERVICE,INC.",,2018,1,January,474,0,9
B02496,MAHAICA EXPRESS SERVICE INC.,,2018,1,January,47,0,5
B00255,CAUTIOUS CARS INC.,,2018,5,May,407,0,17
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2018,6,June,7847,0,56
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2019,6,June,3485,0,15
B01061,DAT RADIO DISP INC,,2022,3,March,9989,0,50
B03047,"STS LUXURY, INC",,2022,1,January,1566,0,37
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2019,5,May,1052,0,31
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,2020,6,June,4049,0,23
B02037,KINGSDALE DISPATCH INC,,2021,2,February,719,0,4
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2018,3,March,1976,0,13
B01339,R C AUDUBON SVC INC,,2016,11,November,14445,0,126
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2019,7,July,888,0,11
B03028,CASTILLO CAR & LIMO INC,,2021,1,January,660,0,4
B02995,"ACCREDITED LIMOUSINE SERVICE, LLC",,2018,3,March,238,0,12
B03069,"HINOMARUNY INTERNATIONAL,INC",,2018,7,July,851,0,36
B02184,"DMCLS, INC.",,2018,9,September,217,0,6
B02838,THA MAYA CAR SERVICE INC,,2021,12,December,1687,0,12
B02389,"EMBARQUE N.Y., INC.",,2020,2,February,2,0,1
B01984,NY 88 EXPRESS CORP.,,2015,5,May,16400,0,129
B01913,MIRAGE LIMOUSINE SERVICE INC,,2019,4,April,789,0,27
B02724,"CORE CAR, INC",,2020,10,October,45,0,9
B03084,PERSIST CORPORATION,,2019,6,June,669,0,18
B00013,LOVE CORPORATE CAR INC,,2016,2,February,7607,0,129
B01751,CONCORDE EXP OF N.Y. INC,,2018,8,August,2628,0,9
B02213,"EXPRESS 11 CAR SERVICE, INC.",,2017,3,March,3703,0,19
B02987,7 WAYS TRANSPORTATION CORP.,,2021,6,June,176,0,25
B01300,KENNEDY RAD DISP INC,,2019,10,October,5623,0,48
B01349,CAPRICORN LIMO SVC INC,,2021,5,May,257,0,7
B02182,"FINEST CAR SERVICE, LLC",,2015,6,June,302,0,3
B03346,ASHER TRANSPORTATION INC,,2022,1,January,764,0,7
B02410,"POLO LIMOUSINE, CORP.",,2016,6,June,1545,0,50
B00987,MARLBORO CAR SERVICE INC.,,2018,4,April,615,0,7
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2017,10,October,4061,0,27
B03116,NAVI TRANSPORTATION INC.,,2019,8,August,790,0,10
B02972,BLESSING TRANSPORTATION GROUP INC,,2020,11,November,480,0,10
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2016,4,April,3356,0,19
B00037,TRANSP UNLIMITED C/S,,2020,8,August,5433,0,21
B02537,ALLTOWN LIMO CORP.,,2017,4,April,8340,0,104
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2019,6,June,3969,0,18
B02738,EXPLORER CAR SERVICE INC.,,2017,4,April,3688,0,24
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,2016,3,March,2031,0,8
B02819,FIVE STAR LUXURY INC.,,2018,1,January,1037,0,5
B02868,CHA CHA TRANSPORTATION CORP,,2018,10,October,1001,0,6
B01738,SAETA CAR SERVICE INC.,,2018,10,October,2140,0,13
B01215,ECUADOOR CORP,,2016,7,July,18755,0,72
B01699,DT BROOKLYN CAR AND LIMO SVC. INC.,FIVE BOROUGHS CAR SERVICE,2017,7,July,102,0,3
B02972,BLESSING TRANSPORTATION GROUP INC,,2019,12,December,584,0,11
B00318,APPLE RADIO CARS INC,,2016,12,December,6520,0,42
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2017,3,March,8684,0,57
B00222,"REYNO CAR SVC, INC.",,2016,8,August,6479,0,44
B02731,EMES OF BOROPARK CAR SERVICE INC,,2017,4,April,339,0,3
B02311,FAST CITY CAR & LIMO SVC INC.,,2021,10,October,2835,0,25
B02912,FIRST CLASS LUXURY INC,,2017,8,August,1410,0,8
B02182,"FINEST CAR SERVICE, LLC",,2016,8,August,3290,0,14
b00833,OMEGA CAR SERVICE INC.,,2019,10,October,563,0,4
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2022,6,June,816,0,18
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2015,8,August,2246,0,24
B01525,NORTHSIDE BK LLC,,2015,12,December,6411,0,184
B02472,NEW BUSHWICK LUXURY INC.,,2016,9,September,9100,0,70
B00802,BELL CAR SVC INC,,2021,2,February,3230,0,17
B01437,MERENGUE LIMO & C/S INC,,2018,8,August,11825,0,47
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2016,1,January,5501,0,46
B00802,BELL CAR SVC INC,,2017,6,June,8597,0,36
B01065,EL BARRIO'S CAR SERVICE LLC,,2021,8,August,7475,0,48
B01801,SHUTTLEUP LLC,HENRY LIMOUSINE,2017,12,December,395,0,10
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2020,2,February,398,0,15
B02447,LUIGI MEMO INC.,VIEW,2019,3,March,25,0,11
B02856,MARIACHI CAR SERVICE INC,,2020,2,February,642,0,12
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2021,9,September,2205,0,12
B02563,FENIX XL CAR AND LIMO SERVICE CORP.,,2018,12,December,16936,0,70
B02657,MALCOLM LIMO EXPRESS CORP.,,2019,5,May,6344,0,52
B02784,SMILE TRANSPORTATION GROUP INC,,2017,1,January,6785,0,27
B00151,KINGSBAY CAR SERVICE INC,,2020,10,October,4,0,4
B02536,SEAGULL RIDE CORP,,2021,12,December,2916,0,9
b01029,ZION CAR SERVICE INC.,,2016,6,June,57,0,4
B00802,BELL CAR SVC INC,,2019,11,November,5730,0,23
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2018,7,July,2254,0,17
B02814,BELL LX INC,,2019,5,May,8992,0,29
B00078,R & R ROAD LIMO SVCE INC,,2021,10,October,475,0,19
B01436,NEW PRONTO TRANSP INC,,2018,9,September,705,0,13
B02489,BLACK TIE TRANSPORTATION INC,,2015,6,June,22,0,3
B00412,NYC 2 WAY INTERNATIONAL LTD,,2021,3,March,4795,0,79
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2018,5,May,281,0,3
B02967,ABIEL TRANSPORTATION CORP,,2020,12,December,250,0,3
B01339,R C AUDUBON SVC INC,,2020,3,March,6721,0,52
B00411,FONE-A-CAR INC,,2015,12,December,4000,0,71
VIA,VIA,VIA,2017,8,August,984296,649083,4693
B02213,"EXPRESS 11 CAR SERVICE, INC.",,2018,2,February,1842,0,15
B03050,"TORINKO NY, LLC",,2020,1,January,59,0,8
B02898,SANO CAR LLC,,2018,5,May,8113,0,25
B03236,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2020,8,August,309,0,15
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2022,3,March,2754,0,9
B01466,FIVE STAR,,2018,8,August,791,0,8
B01061,DAT RADIO DISP INC,,2016,7,July,68366,0,288
B00277,ALL CITY CORP TRANS INC,,2018,6,June,1254,0,39
B00225,DELANCEY TRANSPORTATION INC.,,2020,10,October,7867,0,73
B03016,BEST DEAL BLACK INC.,,2021,1,January,28633,0,161
B01626,LA NUEVA QUISQUEYA C/S INC,,2019,4,April,26390,0,105
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2021,4,April,2927,0,19
B00030,TREMONT DISPATCHING CORP,,2015,6,June,3294,0,40
B02794,ASAP LUXE INC,,2020,3,March,15062,0,114
B03242,U1ST TRANSPORTATION SERVICES LLC,,2020,12,December,294,0,6
B02133,"TWR CAR & LIMO, INC.",,2021,6,June,6821,0,60
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2021,11,November,748,0,4
B01124,COOPERATIVA CLBNA DE CON INC,,2018,12,December,3867,0,31
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2022,2,February,1383,0,9
B00381,BELL RADIO INC,,2016,2,February,6388,0,122
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2018,8,August,2095,0,7
B01984,NY 88 EXPRESS CORP.,,2019,9,September,22101,0,123
B02138,"GUADALUPANA CAR LIMO, INC",,2016,4,April,4835,0,19
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2018,11,November,597,0,9
B02217,PCS LIMOUSINE INC.,,2022,6,June,129,0,5
B01057,NEW AMERICAN C/L SVC,,2018,3,March,1077,0,9
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2018,10,October,539,0,43
B00628,"CONCORD LIMOUSINE 1, LLC",,2022,6,June,2606,0,80
B01311,DISCOUNT CAR SVCE,,2018,2,February,946,0,10
B01984,NY 88 EXPRESS CORP.,,2016,11,November,29062,0,152
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2020,5,May,177,0,2
B03055,EXPLORER EXPRESS INC,,2019,4,April,2351,0,24
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2020,5,May,18720,0,100
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2017,4,April,7526,0,60
B03226,PAXXIA LUXURY CORP.,,2020,4,April,170,0,4
B02738,EXPLORER CAR SERVICE INC.,,2020,5,May,1765,0,43
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2020,6,June,360,0,4
B01318,LOWER EAST SIDE C/S CORP,,2016,1,January,16133,0,66
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",,2017,2,February,1567,0,69
B00789,VITAL TRANSPORTATION INC.,,2019,7,July,7038,0,163
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2021,12,December,26452,0,323
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2017,11,November,939,0,19
B01392,NEW AMERICAN CLASS L/C SERVICE CORP.,,2016,5,May,1528,0,11
B03296,ZIP CONNECTIONS INC,,2021,6,June,61,0,7
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2017,12,December,2847,0,31
B02245,OCEANA CAR AND LIMO,,2018,1,January,3952,0,15
B03122,SIN FRONTERAS CAR SERVICE INC,,2019,3,March,21,0,1
B03158,SPOTON.PET LLC,,2021,10,October,17,0,5
B03047,"STS LUXURY, INC",,2018,5,May,1785,0,42
B02658,ASCONA CAR SERVICE INC.,,2020,3,March,918,0,9
B02522,CHAUFFEURED EXECUTIVE TRANSPORTATION LLC,,2020,11,November,12,0,1
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2021,6,June,63,0,4
B01196,DIPLO RAD DISP INC,,2018,9,September,8726,0,69
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2017,3,March,86,0,10
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2020,1,January,1303,0,10
B01233,NEW LACONIA RAD DISP INC,,2015,12,December,25950,0,97
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2018,2,February,84,0,15
B01045,CAPRICE CAR SERVICE NO.2 INC.,,2017,8,August,2820,0,62
B02903,JFK LUXURY LIMOUSINE INC,,2021,10,October,69,0,2
B01678,"G.T.N.Y. CAR SERVICE, INC.",,2019,10,October,108,0,8
B01081,GEORGE TOWN MANAGEMENT INC,,2018,5,May,1093,0,9
B02060,AMERICAN LIMOUSINE LLC,RMA WORLDWIDE CHAUFFEUR SERVICE,2021,2,February,299,0,7
B02898,SANO CAR LLC,,2016,7,July,2953,0,29
B02825,GUADALUPANA II CAR & LIMO INC,,2019,7,July,3894,0,18
B02447,LUIGI MEMO INC.,VIEW,2019,9,September,33,0,13
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2018,12,December,2263,0,20
B02782,NEW APP CAR & LIMO INC,,2015,10,October,484,0,12
B02747,LEGEND LUXURY LIMO INC.,,2015,11,November,3284,0,31
B02470,VAHANA INC.,,2020,11,November,41,0,8
B01636,HEIGHTS CAR & LIMO INC,,2016,3,March,390,0,4
LYFT,LYFT,LYFT,2022,3,March,5317280,0,48249
B01928,DISCOVER LIMO INC,INFINITY LIMO,2015,6,June,110,0,19
B01013,AMERICANA TRANSPORTATION LLC,,2017,11,November,823,0,6
B00647,KISS CAR SERVICE INC,,2016,11,November,78503,0,378
B01699,DT BROOKLYN CAR AND LIMO SVC. INC.,FIVE BOROUGHS CAR SERVICE,2018,4,April,50,0,2
B01764,QUICK RIDE CORP.,,2017,11,November,797,0,11
B01923,"AVID INTERNATIONAL, INC.",,2016,2,February,1152,0,20
B03177,BERNICE SERVICES INC,,2019,1,January,853,0,9
B03275,MDM TRANSPORTATION CORP.,,2020,5,May,267,0,6
B02037,KINGSDALE DISPATCH INC,,2016,8,August,1790,0,10
B01843,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.",VINCENT LIMOUSINE,2021,2,February,379,0,14
B02509,NY MINUTE CAR SERVICE INC.,,2015,10,October,87,0,4
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2015,10,October,473,0,12
B01734,AMERICAN DREAM CAR SERVICE INC.,,2018,1,January,174,0,4
B03023,HERMANY LIMO TRANSPORTATION LLC,,2021,6,June,685,0,6
B03084,PERSIST CORPORATION,,2019,8,August,1525,0,18
B00254,XYZ TWO WAY RADIO,,2019,10,October,12687,0,194
B02724,"CORE CAR, INC",,2022,6,June,149,0,19
B00623,MANHATTAN INT'L LIMO NETWORK LLC,,2016,3,March,329,0,8
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2018,12,December,1014,0,6
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2021,9,September,521,0,3
B02898,SANO CAR LLC,,2020,1,January,4312,0,23
B02924,CELEBRITY LUXURY INC.,,2017,11,November,4517,0,54
B01559,MUNKACS CAR SVC LTD,,2022,1,January,2457,0,11
B02228,SPECIAL RADIO DISP.CORP.,,2021,8,August,16,0,2
B02508,"DISPATCH CENTRAL, INC.",,2016,11,November,42,0,10
B01309,ACME LIMOUSINE LLC,ARROW TRANSPORTATION,2018,12,December,170,0,12
B03327,DAHLIA TRANSPORTATION CORP.,,2022,1,January,336,0,5
B02228,SPECIAL RADIO DISP.CORP.,,2019,8,August,19,0,5
B02133,"TWR CAR & LIMO, INC.",,2019,12,December,14581,0,171
B01061,DAT RADIO DISP INC,,2016,11,November,63387,0,272
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2021,2,February,1625,0,19
B02521,"PICTURE PROPERTIES, INC.",DEUCES TRANSPORT SERVICES,2016,6,June,7045,0,12
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2020,12,December,3627,0,25
B00556,SURREY CADILLAC LIMO SVC INC,,2018,6,June,616,0,17
B01745,AZUAY CORPORATION,CARIBE CAR SERVICE,2018,4,April,2685,0,14
B02715,GROUNDANYWHERE LLC,,2020,5,May,1454,0,109
B01626,LA NUEVA QUISQUEYA C/S INC,,2022,1,January,10155,0,51
B03092,USA LIMOUSINE SERVICE CORP,VPZ EXECUTIVE LIMO,2020,6,June,540,0,10
B02552,INTERSTATE LUXURY LIMOUSINES INC.,,2018,11,November,296,0,7
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2020,6,June,697,0,13
B02913,DAT TRANSPORTATION INC.,,2016,8,August,112,0,11
B03164,KISS LUXURY TRANSPORTATION INC.,,2021,8,August,3096,0,21
B02963,GULF LUXURY INC,,2018,1,January,228,0,5
b01066,DOMINICANA RAD DISP INC,,2017,12,December,9323,0,49
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2016,5,May,7,0,4
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2018,11,November,1797,0,17
B03166,TURING ENTERPRISES INC.,,2022,1,January,390,0,5
B01280,BENSONHURST RIDE INC.,,2017,12,December,4967,0,25
B03209,PARAMOUNT TRANSPORT INC.,,2021,7,July,345,0,17
VIA,VIA,VIA,2018,2,February,928405,622190,5722
B01315,"V.I.T. CAR SERVICE, INC.",,2021,9,September,5036,0,32
B02060,AMERICAN LIMOUSINE LLC,RMA WORLDWIDE CHAUFFEUR SERVICE,2020,3,March,68,0,17
B00628,"CONCORD LIMOUSINE 1, LLC",,2019,2,February,7784,0,214
B03121,ASSURE CAR SERVICES INC,,2019,8,August,2,0,1
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2018,1,January,983,0,47
B02811,M.L TRIPS CORP.,,2017,12,December,1431,0,32
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2020,5,May,388,0,11
B02793,SEAVIEW ISLAND CAR SERVICE,,2017,6,June,226,0,6
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2016,12,December,41130,0,669
b02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2015,5,May,11128,0,29
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2018,7,July,716,0,24
B01721,W.K. CAR & LIMO SERVICE INC,,2015,10,October,10372,0,64
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2017,10,October,2497,0,11
B00387,FORTUNE LIMOUSINES INC,,2018,6,June,246,0,8
B01537,S.I. SPEED INC.,,2017,6,June,2573,0,15
B01877,U.S.A. LIMO. INC.,BLUE LINE,2021,2,February,624,0,108
B03284,MYLE WORLDWIDE INC,,2020,11,November,8125,0,333
B01398,ALEX EXP C/L INC,,2015,8,August,16,0,6
B00013,LOVE CORPORATE CAR INC,,2021,12,December,622,0,171
B02418,PLUSH SERVICES CORP,,2018,7,July,327,0,12
B02834,811 TRANSIT CORP,,2016,4,April,530,0,16
B01606,LA MEXICANA EXPRESS INC.,,2019,3,March,5400,0,25
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2016,9,September,3918,0,41
B02860,EVERY WHERE LIMO SERVICE INC.,,2020,2,February,229,0,15
B01285,UNION RADIO DISPATCH INC,,2021,12,December,5430,0,33
B01957,"ANIMO, INC",CHRIS LIMOUSINE U.S.A.,2016,5,May,183,0,5
B01061,DAT RADIO DISP INC,,2016,12,December,67113,0,258
B02688,KJ TRANSPORTATION,,2016,3,March,4327,0,41
B02133,"TWR CAR & LIMO, INC.",,2021,5,May,7158,0,70
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2018,4,April,5999,0,40
b01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2015,7,July,8674,0,23
B00254,XYZ TWO WAY RADIO,,2017,6,June,18655,0,259
B00411,FONE-A-CAR INC,,2016,1,January,3801,0,67
B01679,OLLIE'S TRANSPORTATION SERVICE,OLLIE'S AIRPORT SERVICE,2016,7,July,672,0,21
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2016,5,May,5508,0,23
B01065,EL BARRIO'S CAR SERVICE LLC,,2019,10,October,8912,0,63
B01738,SAETA CAR SERVICE INC.,,2017,9,September,2193,0,15
B02021,EASYRIDE CAR SERVICE INC.,,2016,5,May,2591,0,16
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2019,1,January,3629,0,101
B02670,STRIDE TRANSPORTATION INC.,,2021,6,June,479,0,31
B01065,EL BARRIO'S CAR SERVICE LLC,,2020,3,March,7251,0,58
B01432,TOVAR TRANSPORTATION INC,,2018,6,June,564,0,3
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2021,9,September,221,0,3
B02901,GALLANT LUXURY SERVICE CORP.,,2020,1,January,1445,0,13
B02852,OP CAR SERVICE INC.,,2016,5,May,365,0,9
B02627,A PEGASUS LIMOUSINE CORP.,APL LIMO,2021,10,October,38,0,4
B01877,U.S.A. LIMO. INC.,BLUE LINE,2022,2,February,1280,0,158
B02537,ALLTOWN LIMO CORP.,,2022,2,February,3391,0,33
B00255,CAUTIOUS CARS INC.,,2017,11,November,491,0,17
B02335,ROCHDALE CAR SERVICE INC.,,2017,6,June,887,0,6
B03050,"TORINKO NY, LLC",,2020,2,February,161,0,12
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2018,1,January,1230,0,37
B00608,SUMMIT CORPORATE CAR INC.,,2016,9,September,2127,0,44
B01083,BROAD DYCKMAN C/S INC,,2018,6,June,11633,0,53
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2018,6,June,3561,0,19
B00318,APPLE RADIO CARS INC,,2018,3,March,1781,0,17
B03226,PAXXIA LUXURY CORP.,,2020,6,June,237,0,4
B03338,A & T NYC LIMO LLC,,2021,2,February,38,0,1
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2016,11,November,3897,0,24
B02061,ROYAL COACHMAN LTD.,,2016,11,November,91,0,11
